Timestamp;WC0
1370078793000;19.45525291828794
1370078794000;11.0
1370078795000;26.0
1370078796000;20.0
1370078797000;18.0
1370078798000;20.0
1370078799000;14.0
1370078800000;14.0
1370078801000;18.0
1370078802000;19.0
1370078803000;24.0
1370078804000;21.0
1370078805000;17.0
1370078806000;14.0
1370078807000;15.0
1370078808000;15.0
1370078809000;16.0
1370078810000;27.0
1370078811000;13.0
1370078812000;23.0
1370078813000;18.0
1370078814000;21.0
1370078815000;17.0
1370078816000;29.0
1370078817000;19.0
1370078818000;19.0
1370078819000;16.0
1370078820000;15.0
1370078821000;20.0
1370078822000;15.0
1370078823000;28.0
1370078824000;16.0
1370078825000;22.0
1370078826000;15.0
1370078827000;24.0
1370078828000;15.0
1370078829000;15.0
1370078830000;23.0
1370078831000;19.0
1370078832000;17.0
1370078833000;18.0
1370078834000;23.0
1370078835000;23.0
1370078836000;18.0
1370078837000;19.0
1370078838000;18.0
1370078839000;23.0
1370078840000;13.0
1370078841000;12.0
1370078842000;23.0
1370078843000;20.0
1370078844000;27.0
1370078845000;17.0
1370078846000;19.0
1370078847000;21.0
1370078848000;22.0
1370078849000;17.0
1370078850000;26.0
1370078851000;19.0
1370078852000;18.0
1370078853000;17.0
1370078854000;20.0
1370078855000;22.0
1370078856000;18.0
1370078857000;22.0
1370078858000;23.0
1370078859000;16.0
1370078860000;16.0
1370078861000;25.0
1370078862000;20.0
1370078863000;26.0
1370078864000;21.0
1370078865000;19.0
1370078866000;22.0
1370078867000;14.0
1370078868000;19.0
1370078869000;13.0
1370078870000;18.0
1370078871000;17.0
1370078872000;21.0
1370078873000;16.0
1370078874000;15.0
1370078875000;17.0
1370078876000;14.0
1370078877000;19.0
1370078878000;20.0
1370078879000;19.0
1370078880000;24.0
1370078881000;17.0
1370078882000;25.0
1370078883000;18.0
1370078884000;14.0
1370078885000;21.0
1370078886000;10.0
1370078887000;19.0
1370078888000;23.0
1370078889000;19.0
1370078890000;24.0
1370078891000;20.0
1370078892000;22.0
1370078893000;14.0
