Finish time,Time,Type,Selected Approach,Estimated Demand,Estimated Error,
1565355631748, 149, ESTIMATION, -,[[0.008337376911745529; 0.028703169090554155; 0.004504797433862978]], 0.5404042661399856, 
1565355631752, 108, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.00957469768568864; 0.025042298040434275; 0.00638394551630605]], 0.7076741699963656, 
1565355631759, 137, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.011132756790144091; 0.024072819462595294; 0.005051603116600809]], 0.938932928257389, 
1565355631773, 177, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.008337376911745529; 0.028703169090554155; 0.004504797433862978]], 0.5404042661399856, 
1565355631782, 159, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.005805973795800341; 0.021223197247817294; 0.003128166811715287]], 0.23379517590971782, 
1565355631802, 137, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010338200278608397; 0.025442066212822294; 0.005352782233519658]], 0.8548873662523476, 
1565355701935, 97, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012461943501050735; 0.043808539242995374; 0.006726430862287036]], 27.79129738925153, 
1565355701948, 123, ESTIMATION, -,[[0.008376421355032738; 0.028775320375736158; 0.0045262074898020106]], 0.5488506694787393, 
1565355701978, 77, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010459897958726264; 0.02547770558163811; 0.005329899018376764]], 0.876907970092404, 
1565355701991, 105, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.011128742376662235; 0.023978994012293482; 0.005198962218271139]], 0.9324055940917806, 
1565355701995, 169, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.008376421355032738; 0.028775320375736158; 0.0045262074898020106]], 0.5488506694787393, 
1565355702013, 142, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.005835528430191958; 0.0213102689943933; 0.0031439640892689967]], 0.22991557880605953, 
1565355702022, 121, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.00959817014869599; 0.025177885744996863; 0.006376937264116282]], 0.7130445872806261, 
1565355771174, 106, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.011047729197002655; 0.023766462406160108; 0.005539381102109406]], 0.9122840937233707, 
1565355771183, 132, ESTIMATION, -,[[0.008406843116241323; 0.028784222804221885; 0.004547601145527568]], 0.5517494228009704, 
1565355771185, 118, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012435091308606398; 0.04361294197752073; 0.006719060882710205]], 20.99142541617649, 
1565355771198, 146, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.008406843116241323; 0.028784222804221885; 0.004547601145527568]], 0.5517494228009704, 
1565355771211, 110, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.005856299772827096; 0.0213748484412925; 0.0031583450641511188]], 0.22770901102394286, 
1565355771242, 124, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009615916585023705; 0.02525931323624436; 0.006367859797658924]], 0.7140727983116172, 
1565355771245, 95, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010587157281858934; 0.02543959165033214; 0.005318627225322758]], 0.8965409695381702, 
1565355841395, 125, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.008438505023820066; 0.02881304108754573; 0.004569586164688113]], 0.5557337795770858, 
1565355841412, 143, ESTIMATION, -,[[0.008438505023820066; 0.02881304108754573; 0.004569586164688113]], 0.5557337795770858, 
1565355841429, 94, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009636962433441771; 0.02535401515610195; 0.006354870423812492]], 0.7168337791443369, 
1565355841447, 157, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.010389525114509775; 0.02347405100767236; 0.006589000281827828]], 0.7945287577704828, 
1565355841456, 138, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.005882219827564933; 0.021451909831571563; 0.0031726493018946703]], 0.2244782400430035, 
1565355841461, 176, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012411610329937667; 0.04343703095324205; 0.006710922646268658]], 99.04881864202082, 
1565355841490, 84, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010710919784014446; 0.02540731832934495; 0.005312497949797596]], 0.9163593100859919, 
1565355911599, 86, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012400410612128; 0.04305969318632883; 0.0067019490956609805]], 12.024493804353558, 
1565355911627, 115, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.00849135695261822; 0.02876498634174986; 0.004598890569184658]], 0.5604418667760738, 
1565355911639, 128, ESTIMATION, -,[[0.00849135695261822; 0.02876498634174986; 0.004598890569184658]], 0.5604418667760738, 
1565355911669, 116, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.005943117863159181; 0.021522007249595618; 0.0032008362190753823]], 0.21654216917314256, 
1565355911688, 66, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010805359877428611; 0.025330104342017618; 0.005317602005362255]], 0.9264163801324707, 
1565355911692, 162, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009971177732269458; 0.023527701268697708; 0.0070225765724018455]], 0.7182620109449906, 
1565355911694, 83, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009668855483391125; 0.02537967176050162; 0.006334396249761968]], 0.7174166354352045, 
1565355981852, 120, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.008571700715174218; 0.028734440216125336; 0.0046366767758040306]], 0.5733352295500668, 
1565355981866, 129, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012380503472727825; 0.04249119521337889; 0.006687794693802881]], 9.732066771082023, 
1565355981893, 115, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.006049330340207752; 0.021617222251170073; 0.0032602167374749884]], 0.20336030321655466, 
1565355981904, 181, ESTIMATION, -,[[0.008571700715174218; 0.028734440216125336; 0.0046366767758040306]], 0.5733352295500668, 
1565355981906, 109, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.010917438486628054; 0.025250503125346758; 0.005350491908666505]], 0.9407928390704421, 
1565355981913, 154, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.010414061998428861; 0.023348074005385293; 0.006694992319662721]], 0.7836280108817721, 
1565355981943, 147, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009728481639395997; 0.025411476093200713; 0.006317386170011783]], 0.7258726773675943, 
1565356052064, 91, ESTIMATION, -,[[0.0086892118286972; 0.028736232283395387; 0.004715373070838947]], 0.590862956392702, 
1565356052089, 109, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012316868047262891; 0.041516396655860266; 0.00666967695079593]], 44.16785447248472, 
1565356052106, 128, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.0086892118286972; 0.028736232283395387; 0.004715373070838947]], 0.590862956392702, 
1565356052124, 120, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009976718145731638; 0.023568003591432237; 0.006994886403382115]], 0.7003195005349501, 
1565356052131, 102, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.006271586581165827; 0.02186023321758138; 0.003383187062473907]], 0.18248812054722524, 
1565356052150, 110, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.011107676458503128; 0.025123742818364523; 0.00544943126192293]], 0.9689159347085814, 
1565356052166, 120, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009787532341661227; 0.02553666222779668; 0.006298893623779921]], 0.7319095714398464, 
1565356121340, 147, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.008742293062971326; 0.028692724306492116; 0.004750998134986931]], 0.5961667823075485, 
1565356121342, 148, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009889241228403227; 0.023817029016733614; 0.0068911966224914955]], 0.6822613555384544, 
1565356121352, 162, ESTIMATION, -,[[0.008742293062971326; 0.028692724306492116; 0.004750998134986931]], 0.5961667823075485, 
1565356121369, 141, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012283568356384883; 0.041072936702007574; 0.00666286003420484]], 10.971840816984002, 
1565356121389, 128, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.006373862265129107; 0.022029417761690907; 0.0034459102310087824]], 0.17592854018034845, 
1565356121399, 161, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009801561404882992; 0.02556728127097946; 0.006286052258094154]], 0.7290768861218412, 
1565356191554, 133, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.008814655930603606; 0.02873069359896157; 0.0047834212791020535]], 0.6101753914807386, 
1565356191556, 109, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.006472188751497483; 0.022207756309165445; 0.003494712489401855]], 0.17174986278267632, 
1565356191573, 95, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.011248496888678162; 0.025098068920217993; 0.005516399571854412]], 0.9875962627944979, 
1565356191591, 169, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012278125608140376; 0.04076132851666802; 0.006651161027178406]], 11.462619393244315, 
1565356191597, 177, ESTIMATION, -,[[0.008814655930603606; 0.02873069359896157; 0.0047834212791020535]], 0.6101753914807386, 
1565356191607, 171, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009542369300576361; 0.024703521371570766; 0.006551847281727637]], 0.6319068938186334, 
1565356191616, 168, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009842079435866378; 0.025659271450963254; 0.00628324738709923]], 0.7372387518256964, 
1565356261766, 126, ESTIMATION, -,[[0.008878045516624371; 0.02863466390295469; 0.0048228373721039535]], 0.6142990608481698, 
1565356261807, 161, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.008878045516624371; 0.02863466390295469; 0.0048228373721039535]], 0.6142990608481698, 
1565356261848, 159, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.006653431509152165; 0.022379893869814118; 0.0035922425939960575]], 0.16307017334984342, 
1565356261849, 140, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009852807179701308; 0.025648947649981144; 0.006270500772783866]], 0.731218623651554, 
1565356261851, 121, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.01128863177615594; 0.025082100162691308; 0.005487279937289139]], 0.9862009632356945, 
1565356332009, 103, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012260404900725967; 0.03975184741597413; 0.006637147555167098]], 41.2077771455284, 
1565356332036, 98, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.006784066967298452; 0.022536650034417856; 0.0036562283405376346]], 0.16335863586664473, 
1565356332108, 225, ESTIMATION, -,[[0.008962064951738784; 0.028640974058148645; 0.0048624447352443026]], 0.6299356689353098, 
1565356332111, 221, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009606920099308068; 0.02454667531473288; 0.0066236758608882295]], 0.6299765233270301, 
1565356332114, 229, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.008962064951738784; 0.028640974058148645; 0.0048624447352443026]], 0.6299356689353098, 
1565356332126, 177, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.011388156032978429; 0.0250729931467217; 0.005538135710788632]], 1.003285972907243, 
1565356332140, 204, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009894964776801789; 0.02572829646784601; 0.006271600251584676]], 0.7396330063520242, 
1565356401399, 229, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012238394103827112; 0.039428896567499296; 0.006632726575110673]], 34.51281159659081, 
1565356401424, 241, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009826727806439152; 0.025001838295177922; 0.00605128755871107]], 0.66597314268459, 
1565356401467, 299, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.009010591995499194; 0.02862314499899665; 0.004893353672540837]], 0.6356582541210917, 
1565356401468, 302, ESTIMATION, -,[[0.009010591995499194; 0.02862314499899665; 0.004893353672540837]], 0.6356582541210917, 
1565356401469, 257, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.00990541192883349; 0.025793432153788445; 0.006258771461945911]], 0.738532776837175, 
1565356401470, 213, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.011520319008439738; 0.02499684132696776; 0.005588284811342575]], 1.0243267534782625, 
1565356471705, 211, ESTIMATION, -,[[0.009067967024288009; 0.02858933313746147; 0.004959294395062223]], 0.6380538504124408, 
1565356471716, 101, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012155645490516231; 0.038851127412403534; 0.006633486614812453]], 15.717459764497493, 
1565356471729, 85, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009908195619889194; 0.02592471053020175; 0.0062350117657882275]], 0.733120065208318, 
1565356471737, 87, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.00700509078688126; 0.022938227579833544; 0.003804304372456738]], 0.1738221177747858, 
1565356471748, 114, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.011534578639350703; 0.024953042369015; 0.0057083033630379474]], 1.0164640944822745, 
1565356471753, 257, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.009067967024288009; 0.02858933313746147; 0.004959294395062223]], 0.6380538504124408, 
1565356541931, 155, ESTIMATION, -,[[0.009101290670128968; 0.028584156797060372; 0.0049832440506962445]], 0.6411008656053161, 
1565356541932, 151, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.009101290670128968; 0.028584156797060372; 0.0049832440506962445]], 0.6411008656053161, 
1565356541945, 115, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.007072105679329663; 0.023093481117396456; 0.003845748110685074]], 0.1796067929680118, 
1565356541947, 115, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009647102478469066; 0.02527898226901173; 0.006211927934722764]], 0.634917972214369, 
1565356541950, 150, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012129331034009228; 0.03862764480575194; 0.00662716887129267]], 17.73972601738799, 
1565356541967, 160, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.011526767079359903; 0.02493916923960756; 0.005780854014391123]], 1.009577651946232, 
1565356541990, 174, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009912362241858744; 0.02601690386371346; 0.0062134058000033405]], 0.7318817236213382, 
1565356611130, 98, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012100609091351935; 0.038513886840300444; 0.006631716028012626]], 16.830198357860045, 
1565356611159, 145, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.00913255345689518; 0.028693272493288322; 0.0050162018331326936]], 0.6505209237338704, 
1565356611189, 115, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.011629508254663455; 0.025008463628276863; 0.005803517334920827]], 1.032246049949574, 
1565356611195, 162, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009685922534619031; 0.025205254809276764; 0.006288548482506081]], 0.6374013350949687, 
1565356611196, 184, ESTIMATION, -,[[0.00913255345689518; 0.028693272493288322; 0.0050162018331326936]], 0.6505209237338704, 
1565356611203, 121, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009914149132475578; 0.02622522871451076; 0.0062017540217109085]], 0.7373629595064759, 
1565356611213, 164, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.007135918254592976; 0.023254478519129186; 0.003890841873658788]], 0.18680231671591682, 
1565356681399, 154, ESTIMATION, -,[[0.009159621184361724; 0.028741737793603794; 0.005045767617652215]], 0.6547756323964661, 
1565356681408, 106, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.00991689420298803; 0.026359141003270765; 0.00618888845611138]], 0.7385369761682026, 
1565356681419, 145, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012053353690528047; 0.038282592113289125; 0.006624375538347233]], 20.809627221080152, 
1565356681422, 128, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.011742832597447673; 0.025044919257412816; 0.005786974557551943]], 1.0535683591735372, 
1565356681443, 170, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009557448577442063; 0.025228373571232574; 0.006435481503943858]], 0.6146036003974723, 
1565356681446, 154, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.007201387226498267; 0.023391530711376063; 0.00393694580992175]], 0.19350094923552738, 
1565356751606, 94, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009397057738649156; 0.025285569869131157; 0.006575931418613809]], 0.589253827082172, 
1565356751612, 81, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009962134963954329; 0.026449350756408963; 0.006177493626301036]], 0.7473149454328768, 
1565356751615, 141, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012046808657301686; 0.03795573020723696; 0.006620908361990028]], 7.205481137509936, 
1565356751635, 165, ESTIMATION, -,[[0.009227595710928667; 0.028748530631384144; 0.005083460804194024]], 0.6666092754497329, 
1565356751665, 193, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.009227595710928667; 0.028748530631384144; 0.005083460804194024]], 0.6666092754497329, 
1565356751666, 172, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.007311086599239392; 0.02351682616419802; 0.00399633300253123]], 0.20314302028428943, 
1565356751674, 143, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.011845332166290483; 0.025077026887709186; 0.005768171565147085]], 1.0702953832142488, 
1565356821806, 99, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.009259865912345754; 0.028683077433121804; 0.005115197841647079]], 0.665581174043034, 
1565356821816, 99, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012005637935228552; 0.03760824986854353; 0.006615711720573336]], 5.549814085981373, 
1565356821818, 120, ESTIMATION, -,[[0.009259865912345754; 0.028683077433121804; 0.005115197841647079]], 0.665581174043034, 
1565356821858, 122, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.007414666848198475; 0.02371575526963931; 0.004062905350650585]], 0.213399654233975, 
1565356821874, 115, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.00856014756774266; 0.026172835288151376; 0.0068121554490134205]], 0.4931999173979195, 
1565356821887, 111, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.012039755256730417; 0.02506267011324158; 0.005699260608757326]], 1.1042178408283407, 
1565356821895, 135, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.009969565261058879; 0.02645719727819297; 0.0061573488819289994]], 0.7415132735818729, 
1565356892087, 163, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.009373220298018509; 0.028739606759535942; 0.005186612695022005]], 0.6864967412024875, 
1565356892096, 156, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011980300564605419; 0.037128648551774786; 0.006611993104063346]], 4.465661805722427, 
1565356892106, 149, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.007351334868959875; 0.02709251738509715; 0.007505565342432591]], 0.3824462772336874, 
1565356892115, 198, ESTIMATION, -,[[0.009373220298018509; 0.028739606759535942; 0.005186612695022005]], 0.6864967412024875, 
1565356892127, 118, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.012470772975617305; 0.02502427165286806; 0.005603302309729307]], 1.182876876205174, 
1565356892131, 138, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.007642693661337005; 0.024147955693556055; 0.0041929637520695335]], 0.2404764170806663, 
1565356892141, 122, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010025796156247069; 0.026666629260628242; 0.006140350500282257]], 0.7532821741369704, 
1565356961267, 87, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012041115067163476; 0.03682397166265106; 0.006610937352952233]], 4.125278870224769, 
1565356961289, 74, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.007257065130395212; 0.02762656545606983; 0.007247347488137941]], 0.3832697042309785, 
1565356961304, 141, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.009482229909365645; 0.028685125709794968; 0.005215538410440151]], 0.7044171842250637, 
1565356961311, 149, ESTIMATION, -,[[0.009482229909365645; 0.028685125709794968; 0.005215538410440151]], 0.7044171842250637, 
1565356961327, 113, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.012655952909963467; 0.024990157368080954; 0.0055461262626730675]], 1.2133568454043844, 
1565356961339, 153, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010108720867006028; 0.026702671832610967; 0.0061203752761476195]], 0.768504971556515, 
1565357031527, 156, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.00954653502619998; 0.02871242641914301; 0.005263725620907284]], 0.717171110808588, 
1565357031555, 149, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.00789220551358846; 0.024496418928152894; 0.004328801119321985]], 0.2729525649602616, 
1565357031560, 159, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012024066779760477; 0.0365606317373995; 0.006618192481531472]], 3.80175742890588, 
1565357031577, 181, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.00730114254154089; 0.02798276846310132; 0.006969914078201544]], 0.3922498067303848, 
1565357031583, 149, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010142811581074865; 0.0267935027929589; 0.00613717718443395]], 0.7764624848369086, 
1565357031594, 157, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.012798162214979047; 0.025102131851277847; 0.0054739779861308615]], 1.2424116717293636, 
1565357101689, 63, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.012002590324479753; 0.03639286706335905; 0.00662382268064787]], 3.603266664582462, 
1565357101775, 67, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.012936791414383593; 0.025235828824948393; 0.005405163080977336]], 1.2739158362502083, 
1565357101789, 136, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.007558604399831646; 0.028520736476290942; 0.006360998593660408]], 0.42370360944655494, 
1565357101792, 176, ESTIMATION, -,[[0.009581799444003555; 0.02875407153319591; 0.00529872389879981]], 0.7233179780300617, 
1565357101810, 192, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.009581799444003555; 0.02875407153319591; 0.00529872389879981]], 0.7233179780300617, 
1565357101827, 156, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.007996188125498316; 0.024724271873179153; 0.004394544881020603]], 0.2895427211792614, 
1565357101833, 136, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010146735179258183; 0.02691753822385913; 0.006132707706282662]], 0.7779458580351776, 
1565357171992, 128, ESTIMATION, -,[[0.00961259994817265; 0.028793934899289084; 0.005343611327717629]], 0.728583345871012, 
1565357172011, 141, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.00961259994817265; 0.028793934899289084; 0.005343611327717629]], 0.728583345871012, 
1565357172014, 139, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011961813623427664; 0.03616911235755244; 0.00663214485787982]], 3.3680862959988613, 
1565357172031, 145, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.007762676057401531; 0.028671326177103728; 0.006051604433558569]], 0.44368045746228923, 
1565357172065, 153, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.008100520045033394; 0.024933399841148604; 0.0044698208209996565]], 0.30639020879565365, 
1565357172071, 118, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.013021053188995888; 0.02533603278668118; 0.005353659692773786]], 1.291111535548285, 
1565357172076, 150, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010141803203693563; 0.027035839676933196; 0.006143476765952807]], 0.7782799537162911, 
1565357241271, 166, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.009704312877320686; 0.02883461430361358; 0.005392971204509849]], 0.7488597481200371, 
1565357241292, 186, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.01197766942256909; 0.03592054541698093; 0.006638873745049471]], 3.1935193292848942, 
1565357241295, 183, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.008392421435299002; 0.028471037527294213; 0.005604995327617154]], 0.5052903145635842, 
1565357241300, 202, ESTIMATION, -,[[0.009704312877320686; 0.02883461430361358; 0.005392971204509849]], 0.7488597481200371, 
1565357241332, 202, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.00820012153769263; 0.025020411116597696; 0.004522816915434361]], 0.3206723892999889, 
1565357241338, 143, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.010204445138854297; 0.02712770833418726; 0.0061719015185834475]], 0.7937745948145, 
1565357241339, 140, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.013065667416843814; 0.02544359728325131; 0.005392509588544675]], 1.3033492964608424, 
1565357311516, 128, EVALUATION, tools.descartes.librede.approach.ResponseTimeRegressionApproach, [[0.008351036207999684; 0.025375022169288813; 0.004606926452270458]], 0.34942006682589677, 
1565357311553, 179, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.01199591702614523; 0.035782231507829124; 0.0066433318880158914]], 3.0762204820498438, 
1565357311568, 199, ESTIMATION, -,[[0.00980788753845578; 0.028972963126491263; 0.005442380690081788]], 0.773215225015626, 
1565357311576, 202, EVALUATION, tools.descartes.librede.approach.ServiceDemandLawApproach, [[0.00980788753845578; 0.028972963126491263; 0.005442380690081788]], 0.773215225015626, 
1565357311577, 202, EVALUATION, tools.descartes.librede.approach.UtilizationRegressionApproach, [[0.009515587093062335; 0.027227480286941393; 0.005566223339176047]], 0.6229983479763871, 
1565357311582, 144, EVALUATION, tools.descartes.librede.approach.WangKalmanFilterApproach, [[0.012951728269148787; 0.02568071802582342; 0.005523855028065609]], 1.2831023749288082, 
1565357311591, 176, EVALUATION, tools.descartes.librede.approach.KumarKalmanFilterApproach, [[0.01027518164414206; 0.027444831349123566; 0.006162478835450556]], 0.8177320346355982, 
1565357381798, 175, EVALUATION, tools.descartes.librede.approach.ResponseTimeApproximationApproach, [[0.011968914485192052; 0.035647287688822575; 0.0066521583508427126]], 2.959666115790212, 
