Timestamp;WC0
1370158411058;1.370158410731E9
1370158411213;1.3701584105E9
1370158411539;1.37015841139E9
1370158411713;1.370158411629E9
1370158411750;1.370158411506E9
1370158411778;1.370158411661E9
1370158411996;1.370158411908E9
1370158412076;1.370158412046E9
1370158412205;1.370158412163E9
1370158412302;1.370158412292E9
1370158412723;1.370158412548E9
1370158412935;1.370158412772E9
1370158413028;1.370158412797E9
1370158413453;1.370158413427E9
1370158413614;1.370158413584E9
1370158413812;1.37015841381E9
1370158413962;1.370158413521E9
1370158414258;1.370158413741E9
1370158414425;1.370158414239E9
1370158415051;1.370158414567E9
1370158415419;1.370158413444E9
1370158415470;1.370158415315E9
1370158415481;1.370158415389E9
1370158415682;1.370158414964E9
1370158415705;1.370158415685E9
1370158415707;1.370158415494E9
1370158415933;1.370158415866E9
1370158416037;1.370158415916E9
1370158416177;1.370158415903E9
1370158416492;1.370158416135E9
1370158416498;1.370158416207E9
1370158416743;1.370158416678E9
1370158417050;1.370158416714E9
1370158417057;1.370158416983E9
1370158417291;1.370158417239E9
1370158417292;1.370158416664E9
1370158417305;1.370158416538E9
1370158417319;1.37015841716E9
1370158417916;1.370158417731E9
1370158417917;1.370158417743E9
1370158418061;1.370158417678E9
1370158418137;1.370158418079E9
1370158418258;1.370158418182E9
1370158418672;1.370158418343E9
1370158418972;1.370158418865E9
1370158419134;1.370158419133E9
1370158419615;1.370158419568E9
1370158419762;1.370158419201E9
1370158419881;1.370158419836E9
1370158420103;1.37015841989E9
1370158420143;1.370158420126E9
1370158420488;1.37015842036E9
1370158420877;1.3701584202E9
1370158420947;1.370158420636E9
1370158421112;1.370158420238E9
1370158421374;1.37015842135E9
1370158421730;1.370158421698E9
1370158421743;1.37015842166E9
1370158421854;1.370158421514E9
1370158422007;1.370158421934E9
1370158422505;1.370158422295E9
1370158422544;1.370158422518E9
1370158423023;1.370158422302E9
1370158423138;1.370158423052E9
1370158423172;1.370158423026E9
1370158423408;1.3701584234E9
1370158423430;1.370158423235E9
1370158423823;1.370158423392E9
1370158423954;1.370158423628E9
1370158424257;1.37015842401E9
1370158424331;1.370158423523E9
1370158424585;1.370158423745E9
1370158424872;1.37015842364E9
1370158425211;1.370158425184E9
1370158425303;1.370158425094E9
1370158425359;1.37015842512E9
1370158425372;1.370158425117E9
1370158425400;1.37015842532E9
1370158425549;1.370158425426E9
1370158425893;1.370158425642E9
1370158426226;1.370158426059E9
1370158426282;1.370158425933E9
1370158426561;1.370158425944E9
1370158426919;1.37015842686E9
1370158427344;1.37015842716E9
1370158427694;1.370158427552E9
1370158428023;1.37015842771E9
1370158428244;1.370158427876E9
1370158428281;1.370158428049E9
1370158428818;1.370158428624E9
1370158429286;1.370158429262E9
1370158429331;1.370158429329E9
1370158429922;1.370158429481E9
1370158430141;1.370158430111E9
1370158430425;1.370158430423E9
1370158430469;1.37015843042E9
1370158430565;1.370158430393E9
1370158430742;1.370158430723E9
1370158430848;1.370158430776E9
1370158431223;1.370158431215E9
1370158431275;1.370158431042E9
1370158431292;1.370158431166E9
1370158431415;1.370158431413E9
1370158431816;1.370158431758E9
1370158431925;1.370158431337E9
1370158432080;1.37015843208E9
1370158432296;1.370158432236E9
1370158432353;1.370158432088E9
1370158432414;1.370158431827E9
1370158432453;1.370158432431E9
1370158432633;1.370158432628E9
1370158432789;1.370158432763E9
1370158432950;1.370158432878E9
1370158433283;1.370158433037E9
1370158433645;1.370158433624E9
1370158433772;1.370158433453E9
1370158434009;1.370158433323E9
1370158434068;1.370158433842E9
1370158434172;1.370158434169E9
1370158434196;1.370158433827E9
1370158434602;1.3701584346E9
1370158434880;1.370158434594E9
1370158434968;1.370158434943E9
1370158435210;1.370158435164E9
1370158435481;1.370158435435E9
1370158435999;1.370158435766E9
1370158436181;1.370158435183E9
1370158436357;1.370158435612E9
1370158436628;1.370158435737E9
1370158436784;1.370158436644E9
1370158437080;1.370158437079E9
1370158437138;1.370158437063E9
1370158437356;1.370158437141E9
1370158437359;1.370158437343E9
1370158437406;1.37015843737E9
1370158437738;1.370158437412E9
1370158437838;1.370158437504E9
1370158437964;1.370158437802E9
1370158438428;1.370158438264E9
1370158438509;1.370158438205E9
1370158438764;1.370158438541E9
1370158438861;1.370158438638E9
1370158439102;1.370158438805E9
1370158439169;1.370158439113E9
1370158439443;1.370158439417E9
1370158439932;1.370158439635E9
1370158439976;1.370158439603E9
1370158440673;1.370158440586E9
1370158440991;1.370158440925E9
1370158441112;1.370158441076E9
1370158441132;1.370158440951E9
1370158441495;1.370158441297E9
1370158442267;1.370158442222E9
1370158442274;1.370158441909E9
1370158442355;1.370158442275E9
1370158442493;1.370158441276E9
1370158442524;1.370158441565E9
1370158442592;1.370158441939E9
1370158442731;1.370158442675E9
1370158442788;1.370158442078E9
1370158443197;1.370158442141E9
1370158443268;1.370158443141E9
1370158443268;1.370158443267E9
1370158443393;1.370158443226E9
1370158443464;1.3701584433E9
1370158444126;1.370158443379E9
1370158444183;1.370158443596E9
1370158444255;1.370158443559E9
1370158444502;1.370158444461E9
1370158444690;1.370158443501E9
1370158444860;1.370158444845E9
1370158444862;1.370158444168E9
1370158444983;1.37015844347E9
1370158445305;1.370158445077E9
1370158445317;1.370158444695E9
1370158445352;1.37015844485E9
1370158445387;1.370158445373E9
1370158446443;1.370158446441E9
1370158446681;1.37015844668E9
1370158446686;1.370158446513E9
1370158446854;1.370158446802E9
1370158447327;1.370158447188E9
1370158447460;1.370158447113E9
1370158447546;1.370158447069E9
1370158447609;1.370158447573E9
1370158447623;1.370158447007E9
1370158448005;1.370158447964E9
1370158448102;1.370158448063E9
1370158448347;1.370158448201E9
1370158448387;1.370158448382E9
1370158448524;1.370158448519E9
1370158448582;1.370158448318E9
1370158448697;1.370158448675E9
1370158448741;1.370158448702E9
1370158449166;1.370158448986E9
1370158449172;1.370158448999E9
1370158449397;1.370158449396E9
1370158449566;1.37015844934E9
1370158449599;1.370158449345E9
1370158449625;1.370158449239E9
1370158449738;1.370158449462E9
1370158449905;1.370158449173E9
1370158449914;1.370158449855E9
1370158450426;1.370158449668E9
1370158450435;1.370158450382E9
1370158450878;1.370158450846E9
1370158450898;1.370158450794E9
1370158451599;1.370158451558E9
1370158451869;1.370158451869E9
1370158452173;1.370158451568E9
1370158452177;1.370158451904E9
1370158452444;1.370158451483E9
1370158452462;1.370158451534E9
1370158452517;1.37015845201E9
1370158453253;1.370158453157E9
1370158453549;1.370158453318E9
1370158453716;1.370158453716E9
1370158454061;1.37015845341E9
1370158454225;1.370158454061E9
1370158454294;1.370158454263E9
1370158454345;1.370158454275E9
1370158454388;1.370158454329E9
1370158454624;1.370158454491E9
1370158454676;1.370158454635E9
1370158455110;1.370158454927E9
1370158455160;1.370158455061E9
1370158455707;1.370158455277E9
1370158455727;1.370158455398E9
1370158455730;1.370158454984E9
1370158455851;1.37015845493E9
1370158456001;1.370158455894E9
1370158456190;1.370158455927E9
1370158456371;1.37015845637E9
1370158456489;1.370158456424E9
1370158456801;1.37015845678E9
1370158456891;1.370158456886E9
1370158457053;1.370158457026E9
1370158457631;1.370158457627E9
1370158457865;1.370158457739E9
1370158458015;1.370158457875E9
1370158458095;1.370158458094E9
1370158458375;1.370158458067E9
1370158458458;1.370158458092E9
1370158458709;1.370158458644E9
1370158458731;1.37015845868E9
1370158458769;1.370158458522E9
1370158459000;1.370158458961E9
1370158459064;1.370158458772E9
1370158459090;1.370158458753E9
1370158459304;1.370158459213E9
1370158459387;1.370158459202E9
1370158459518;1.370158459341E9
1370158459673;1.370158459658E9
1370158459858;1.370158459858E9
1370158459902;1.370158459901E9
1370158459936;1.370158459747E9
1370158460107;1.370158459727E9
1370158460137;1.370158459997E9
1370158460267;1.370158460155E9
1370158460778;1.370158460767E9
1370158461478;1.37015846135E9
1370158461659;1.370158461648E9
1370158462071;1.37015846198E9
1370158462116;1.370158462083E9
1370158462398;1.370158462393E9
1370158462532;1.370158462291E9
1370158463239;1.370158463165E9
1370158463264;1.370158463016E9
1370158463417;1.370158463021E9
1370158463527;1.370158463076E9
1370158463671;1.370158463387E9
1370158463711;1.370158463589E9
1370158463871;1.37015846387E9
1370158463887;1.370158463841E9
1370158464119;1.370158464117E9
1370158464143;1.370158463643E9
1370158464174;1.370158463988E9
1370158464191;1.370158463985E9
1370158464275;1.370158464179E9
1370158464971;1.370158464762E9
1370158465563;1.37015846546E9
1370158465714;1.370158465551E9
1370158465772;1.370158465571E9
1370158466089;1.370158465992E9
1370158466528;1.370158466414E9
1370158466535;1.370158465834E9
1370158466743;1.370158466268E9
1370158466823;1.370158466299E9
1370158467230;1.370158467088E9
1370158467390;1.370158467334E9
1370158467454;1.370158467019E9
1370158467567;1.370158467551E9
1370158467746;1.37015846769E9
1370158467899;1.370158467846E9
1370158467920;1.370158467903E9
1370158468016;1.370158467867E9
1370158468589;1.370158468227E9
1370158468913;1.370158468891E9
1370158469138;1.370158468946E9
1370158469243;1.370158469004E9
1370158469420;1.370158469415E9
1370158469560;1.370158469213E9
1370158470058;1.370158470009E9
1370158470441;1.370158470255E9
1370158470447;1.370158470382E9
1370158470623;1.370158470367E9
1370158470654;1.370158470519E9
1370158471042;1.370158470142E9
1370158471174;1.370158470828E9
1370158471328;1.370158471317E9
1370158471657;1.370158471354E9
1370158471766;1.37015847171E9
1370158471778;1.37015847134E9
1370158472016;1.370158471947E9
1370158472023;1.370158471628E9
1370158472181;1.370158471889E9
1370158472316;1.370158472085E9
1370158472514;1.370158471848E9
1370158472550;1.370158472321E9
1370158472624;1.370158472594E9
1370158472733;1.370158472635E9
1370158472913;1.370158472913E9
1370158472934;1.370158472932E9
1370158473123;1.370158473102E9
1370158473160;1.370158473057E9
1370158473299;1.370158473275E9
1370158473579;1.370158473561E9
1370158473598;1.370158473586E9
1370158474546;1.370158474537E9
1370158474572;1.370158474486E9
1370158474626;1.370158474585E9
1370158474715;1.370158474684E9
