Timestamp;All
1370173352000;0.69
1370173353000;0.6599999999999999
1370173354000;0.61
1370173355000;0.81
1370173356000;0.79
1370173357000;0.72
1370173358000;0.07999999999999996
1370173359000;1.0
1370173360000;0.81
1370173361000;0.73
1370173362000;1.0
1370173363000;1.0
1370173364000;1.0
1370173365000;0.84
1370173366000;0.85
1370173367000;0.69
1370173368000;1.0
1370173369000;0.64
1370173370000;1.0
1370173371000;1.0
1370173372000;1.0
1370173373000;1.0
1370173374000;0.6699999999999999
1370173375000;0.95
1370173376000;0.63
1370173377000;0.62
1370173378000;0.20999999999999996
1370173379000;0.8200000000000001
1370173380000;0.6
1370173381000;0.78
1370173382000;0.39
1370173383000;0.39
1370173384000;0.72
1370173385000;1.0
1370173386000;0.74
1370173387000;0.32999999999999996
1370173388000;0.75
1370173389000;0.9299999999999999
1370173390000;0.31000000000000005
1370173391000;0.74
1370173392000;0.49
1370173393000;1.0
1370173394000;1.0
1370173395000;0.84
1370173396000;0.47
1370173397000;0.91
1370173398000;0.53
1370173399000;0.19999999999999996
1370173400000;0.89
1370173401000;0.37
1370173402000;0.76
1370173403000;0.56
1370173404000;0.89
1370173405000;0.37
1370173406000;0.94
1370173407000;0.95
1370173408000;0.86
1370173409000;0.78
1370173410000;0.49
1370173411000;0.27
1370173412000;0.26
1370173413000;0.33999999999999997
1370173414000;0.56
1370173415000;0.65
1370173416000;0.87
1370173417000;0.9
1370173418000;0.27
1370173419000;0.83
1370173420000;0.56
1370173421000;0.54
1370173422000;0.79
1370173423000;0.94
1370173424000;0.89
1370173425000;0.88
1370173426000;1.0
1370173427000;0.88
1370173428000;0.91
1370173429000;0.76
1370173430000;0.20999999999999996
1370173431000;0.9
1370173432000;1.0
1370173433000;1.0
1370173434000;1.0
1370173435000;0.61
1370173436000;0.47
1370173437000;1.0
1370173438000;0.6699999999999999
1370173439000;0.29000000000000004
1370173440000;0.802
1370173441000;0.8200000000000001
1370173442000;0.9
1370173443000;1.0
1370173444000;0.6599999999999999
1370173445000;0.35
1370173446000;0.72
1370173447000;0.61
1370173448000;0.6
1370173449000;0.21999999999999997
1370173450000;0.7
1370173451000;1.0
1370173452000;0.96
1370173453000;0.85
1370173454000;0.45999999999999996
1370173455000;0.76
1370173456000;0.35
1370173457000;1.0
1370173458000;1.0
1370173459000;0.74
1370173460000;0.77
1370173461000;0.7
1370173462000;0.99
1370173463000;1.0
1370173464000;0.8
1370173465000;1.0
1370173466000;1.0
1370173467000;0.99
1370173468000;0.48
1370173469000;0.29000000000000004
1370173470000;0.24
1370173471000;0.78
1370173472000;1.0
1370173473000;0.55
1370173474000;0.72
1370173475000;0.72
1370173476000;0.83
1370173477000;0.5900000000000001
1370173478000;0.63
1370173479000;0.54
1370173480000;0.89
1370173481000;0.52
1370173482000;0.75
1370173483000;0.31000000000000005
1370173484000;0.6599999999999999
1370173485000;0.48
1370173486000;0.87
1370173487000;0.16000000000000003
1370173488000;0.8
1370173489000;0.31000000000000005
1370173490000;0.5700000000000001
1370173491000;0.7
1370173492000;1.0
1370173493000;1.0
1370173494000;1.0
1370173495000;0.81
1370173496000;1.0
1370173497000;1.0
1370173498000;1.0
1370173499000;1.0
1370173500000;0.98
1370173501000;0.42000000000000004
1370173502000;0.5
1370173503000;0.98
1370173504000;1.0
1370173505000;1.0
1370173506000;1.0
1370173507000;0.5
1370173508000;0.13
1370173509000;0.56
1370173510000;0.94
1370173511000;0.84
1370173512000;1.0
1370173513000;0.9
1370173514000;0.5800000000000001
1370173515000;0.18000000000000005
1370173516000;0.29000000000000004
1370173517000;0.81
1370173518000;0.32999999999999996
1370173519000;0.74
1370173520000;1.0
1370173521000;0.86
1370173522000;0.77
1370173523000;0.9299999999999999
1370173524000;1.0
1370173525000;1.0
1370173526000;0.9
1370173527000;1.0
1370173528000;0.86
1370173529000;0.8200000000000001
1370173530000;0.37
1370173531000;0.9
1370173532000;0.81
1370173533000;0.54
1370173534000;0.12
1370173535000;0.5900000000000001
1370173536000;0.88
1370173537000;0.77
1370173538000;1.0
1370173539000;0.83
1370173540000;0.20999999999999996
1370173541000;0.33999999999999997
1370173542000;0.62
1370173543000;0.92
1370173544000;0.74
1370173545000;1.0
1370173546000;0.31000000000000005
1370173547000;0.77
1370173548000;0.88
1370173549000;0.29000000000000004
1370173550000;0.51
1370173551000;0.51
1370173552000;0.88
1370173553000;0.36
1370173554000;1.0
1370173555000;1.0
1370173556000;1.0
1370173557000;0.79
1370173558000;0.73
1370173559000;0.65
1370173560000;1.0
1370173561000;0.72
1370173562000;0.53
1370173563000;0.18999999999999995
1370173564000;0.21999999999999997
1370173565000;0.61
1370173566000;0.85
1370173567000;0.73
1370173568000;0.72
1370173569000;0.29000000000000004
1370173570000;0.6599999999999999
1370173571000;0.45999999999999996
1370173572000;0.64
1370173573000;1.0
1370173574000;0.5
1370173575000;0.73
1370173576000;0.6799999999999999
1370173577000;1.0
1370173578000;1.0
1370173579000;1.0
1370173580000;0.88
1370173581000;0.79
1370173582000;0.36
1370173583000;0.53
1370173584000;0.42000000000000004
1370173585000;0.84
1370173586000;0.78
1370173587000;0.27
1370173588000;0.72
1370173589000;0.08999999999999997
1370173590000;0.44999999999999996
1370173591000;0.48
1370173592000;0.21999999999999997
1370173593000;0.48
1370173594000;1.0
1370173595000;1.0
1370173596000;1.0
1370173597000;1.0
1370173598000;0.6535
1370173599000;0.85
1370173600000;1.0
1370173601000;0.62
1370173602000;0.76
1370173603000;1.0
1370173604000;0.83
1370173605000;0.91
1370173606000;0.91
1370173607000;0.97
1370173608000;1.0
1370173609000;1.0
1370173610000;1.0
1370173611000;0.62
1370173612000;0.88
1370173613000;0.63
1370173614000;0.92
1370173615000;0.97
1370173616000;0.65
1370173617000;0.6
1370173618000;1.0
1370173619000;1.0
1370173620000;0.86
1370173621000;0.62
1370173622000;0.35
1370173623000;0.8200000000000001
1370173624000;1.0
1370173625000;0.19999999999999996
1370173626000;0.36
1370173627000;0.78
1370173628000;1.0
1370173629000;1.0
1370173630000;0.6
1370173631000;0.54
1370173632000;0.88
1370173633000;0.63
1370173634000;1.0
1370173635000;0.89
1370173636000;0.7
1370173637000;0.8
1370173638000;1.0
1370173639000;0.63
1370173640000;0.45999999999999996
1370173641000;0.8200000000000001
1370173642000;0.88
1370173643000;0.31000000000000005
1370173644000;1.0
1370173645000;1.0
1370173646000;0.69
1370173647000;0.5900000000000001
1370173648000;0.39
1370173649000;0.6599999999999999
1370173650000;0.17000000000000004
1370173651000;0.20999999999999996
1370173652000;0.97
1370173653000;1.0
1370173654000;0.18000000000000005
1370173655000;0.99
1370173656000;0.8200000000000001
1370173657000;1.0
1370173658000;0.84
1370173659000;1.0
1370173660000;1.0
1370173661000;1.0
1370173662000;0.79
1370173663000;0.8200000000000001
1370173664000;0.52
1370173665000;0.19999999999999996
1370173666000;0.48
1370173667000;0.75
1370173668000;0.55
1370173669000;0.5
1370173670000;0.4
1370173671000;0.35
1370173672000;0.96
1370173673000;1.0
1370173674000;0.71
1370173675000;0.5800000000000001
1370173676000;0.84
1370173677000;0.61
1370173678000;0.73
1370173679000;1.0
1370173680000;1.0
1370173681000;1.0
1370173682000;0.62
1370173683000;1.0
1370173684000;0.8
1370173685000;0.9
1370173686000;0.6599999999999999
1370173687000;0.99
1370173688000;0.8200000000000001
1370173689000;1.0
1370173690000;0.6799999999999999
1370173691000;0.38
1370173692000;0.76
1370173693000;0.77
1370173694000;0.86
1370173695000;1.0
1370173696000;1.0
1370173697000;0.6699999999999999
1370173698000;0.94
1370173699000;0.73
1370173700000;0.9299999999999999
1370173701000;1.0
1370173702000;1.0
1370173703000;0.9299999999999999
1370173704000;0.73
1370173705000;0.21999999999999997
1370173706000;0.51
1370173707000;0.63
1370173708000;0.44999999999999996
1370173709000;0.61
1370173710000;0.71
1370173711000;0.5800000000000001
1370173712000;0.5
1370173713000;0.39
1370173714000;0.9299999999999999
1370173715000;1.0
1370173716000;0.49
1370173717000;0.98
1370173718000;1.0
1370173719000;1.0
1370173720000;0.8200000000000001
1370173721000;0.86
1370173722000;0.61
1370173723000;0.86
1370173724000;0.4
1370173725000;1.0
1370173726000;1.0
1370173727000;1.0
1370173728000;1.0
1370173729000;1.0
1370173730000;0.9299999999999999
1370173731000;0.69
1370173732000;0.77
1370173733000;0.54
1370173734000;0.5
1370173735000;1.0
1370173736000;0.91
1370173737000;0.5556000000000001
1370173738000;1.0
1370173739000;1.0
1370173740000;1.0
1370173741000;1.0
1370173742000;0.94
1370173743000;0.81
1370173744000;0.89
1370173745000;0.81
1370173746000;0.9
1370173747000;0.87
1370173748000;0.8200000000000001
1370173749000;0.49
1370173750000;1.0
1370173751000;0.63
1370173752000;0.83
1370173753000;0.79
1370173754000;0.98
1370173755000;1.0
1370173756000;0.74
1370173757000;1.0
1370173758000;0.62
1370173759000;0.43000000000000005
1370173760000;0.89
1370173761000;1.0
1370173762000;1.0
1370173763000;1.0
1370173764000;1.0
1370173765000;0.18000000000000005
1370173766000;0.26
1370173767000;0.97
1370173768000;1.0
1370173769000;1.0
1370173770000;0.8
1370173771000;0.54
1370173772000;0.54
