Timestamp;All
1370166872000;0.47
1370166873000;0.6699999999999999
1370166874000;0.6599999999999999
1370166875000;0.41000000000000003
1370166876000;0.53
1370166877000;0.92
1370166878000;0.8
1370166879000;0.64
1370166880000;0.49
1370166881000;1.0
1370166882000;0.54
1370166883000;0.69
1370166884000;0.77
1370166885000;0.86
1370166886000;1.0
1370166887000;1.0
1370166888000;1.0
1370166889000;0.61
1370166890000;0.4
1370166891000;0.28
1370166892000;0.6
1370166893000;0.31000000000000005
1370166894000;0.47
1370166895000;0.88
1370166896000;0.7
1370166897000;0.87
1370166898000;1.0
1370166899000;0.79
1370166900000;1.0
1370166901000;0.51
1370166902000;0.65
1370166903000;0.6699999999999999
1370166904000;0.5700000000000001
1370166905000;0.78
1370166906000;0.9299999999999999
1370166907000;0.9604
1370166908000;0.9299999999999999
1370166909000;0.78
1370166910000;0.5700000000000001
1370166911000;0.71
1370166912000;0.5900000000000001
1370166913000;1.0
1370166914000;0.9299999999999999
1370166915000;1.0
1370166916000;1.0
1370166917000;0.38
1370166918000;0.85
1370166919000;0.32999999999999996
1370166920000;0.76
1370166921000;0.61
1370166922000;0.9
1370166923000;0.901
1370166924000;0.63
1370166925000;0.54
1370166926000;1.0
1370166927000;1.0
1370166928000;1.0
1370166929000;0.96
1370166930000;0.74
1370166931000;0.84
1370166932000;0.47
1370166933000;0.77
1370166934000;0.8
1370166935000;0.81
1370166936000;1.0
1370166937000;0.89
1370166938000;0.78
1370166939000;1.0
1370166940000;1.0
1370166941000;0.92
1370166942000;0.41000000000000003
1370166943000;0.5800000000000001
1370166944000;0.86
1370166945000;0.8
1370166946000;0.76
1370166947000;0.65
1370166948000;0.9
1370166949000;0.94
1370166950000;0.88
1370166951000;0.47
1370166952000;0.5800000000000001
1370166953000;1.0
1370166954000;0.94
1370166955000;0.96
1370166956000;0.45999999999999996
1370166957000;0.5900000000000001
1370166958000;0.5700000000000001
1370166959000;0.31000000000000005
1370166960000;1.0
1370166961000;1.0
1370166962000;1.0
1370166963000;1.0
1370166964000;0.99
1370166965000;0.89
1370166966000;0.76
1370166967000;0.6599999999999999
1370166968000;0.86
1370166969000;1.0
1370166970000;0.75
1370166971000;0.41000000000000003
1370166972000;0.85
1370166973000;0.8
1370166974000;0.31000000000000005
1370166975000;0.39
1370166976000;0.5
1370166977000;0.65
1370166978000;0.6
1370166979000;0.64
1370166980000;0.5
1370166981000;0.6699999999999999
1370166982000;0.83
1370166983000;0.52
1370166984000;0.71
1370166985000;0.9
1370166986000;0.62
1370166987000;0.76
1370166988000;0.78
1370166989000;0.87
1370166990000;0.95
1370166991000;0.5700000000000001
1370166992000;0.47
1370166993000;0.78
1370166994000;0.7273000000000001
1370166995000;0.7
1370166996000;0.6
1370166997000;1.0
1370166998000;0.4
1370166999000;0.6599999999999999
1370167000000;0.94
1370167001000;0.85
1370167002000;0.31000000000000005
1370167003000;0.20999999999999996
1370167004000;0.63
1370167005000;0.53
1370167006000;0.7
1370167007000;1.0
1370167008000;1.0
1370167009000;0.28
1370167010000;0.74
1370167011000;0.53
1370167012000;0.4
1370167013000;0.45999999999999996
1370167014000;0.44999999999999996
1370167015000;0.77
1370167016000;1.0
1370167017000;0.95
1370167018000;0.29000000000000004
1370167019000;0.35
1370167020000;0.52
