Timestamp;WC1
1370025168898;1.370025168878E9
1370025170464;1.370025170338E9
1370025171910;1.370025171608E9
1370025172844;1.370025172645E9
1370025174161;1.370025173644E9
1370025174675;1.37002517467E9
1370025174756;1.370025174698E9
1370025175924;1.370025175671E9
1370025177349;1.370025177317E9
1370025178214;1.37002517798E9
1370025179067;1.370025179032E9
1370025180845;1.37002518015E9
1370025181852;1.370025181779E9
1370025182317;1.370025181959E9
1370025182812;1.370025182716E9
1370025184572;1.370025184476E9
1370025184919;1.370025184889E9
1370025186238;1.370025186155E9
1370025188521;1.370025188399E9
1370025188606;1.37002518828E9
1370025189230;1.370025189223E9
1370025189671;1.370025189505E9
1370025190590;1.370025190242E9
1370025192630;1.370025192488E9
1370025194873;1.370025194599E9
1370025194887;1.370025194587E9
1370025194987;1.370025194926E9
1370025197802;1.370025197568E9
1370025198948;1.370025198846E9
1370025199234;1.370025199199E9
1370025201355;1.370025201114E9
1370025201629;1.37002520109E9
1370025201929;1.370025201893E9
1370025202104;1.370025201776E9
1370025202567;1.370025202477E9
1370025203235;1.370025203219E9
1370025203908;1.370025203565E9
1370025204544;1.370025204139E9
1370025205784;1.370025205404E9
1370025205917;1.370025205473E9
1370025207535;1.37002520727E9
1370025208442;1.370025208287E9
1370025208747;1.370025208451E9
1370025210626;1.370025210605E9
1370025210933;1.370025210801E9
1370025211293;1.370025211221E9
1370025211612;1.370025211566E9
1370025212102;1.370025212094E9
1370025213898;1.370025213505E9
1370025216584;1.370025216559E9
1370025218109;1.370025217828E9
1370025220778;1.370025220685E9
1370025221815;1.370025221527E9
1370025222720;1.370025222651E9
1370025223539;1.370025223491E9
1370025225195;1.370025225164E9
1370025225318;1.370025225313E9
1370025226499;1.370025226328E9
1370025226830;1.370025226817E9
1370025227309;1.370025227009E9
1370025231004;1.370025230775E9
1370025234601;1.370025234546E9
1370025236822;1.370025236806E9
1370025238619;1.370025238301E9
1370025239950;1.370025239595E9
1370025243761;1.370025242982E9
1370025244026;1.370025243992E9
1370025244283;1.370025244217E9
1370025244630;1.370025244095E9
1370025245398;1.370025245094E9
1370025245433;1.370025244006E9
1370025246422;1.370025245907E9
1370025246502;1.370025245897E9
1370025247934;1.370025247866E9
1370025248246;1.370025248085E9
1370025248887;1.370025248657E9
1370025249453;1.370025249366E9
1370025250037;1.370025249942E9
1370025253398;1.370025253251E9
1370025254230;1.370025254048E9
1370025254405;1.370025254267E9
1370025255922;1.370025255486E9
1370025260000;1.370025259748E9
1370025260972;1.370025260903E9
1370025262082;1.37002526201E9
1370025262677;1.370025262649E9
1370025263372;1.370025263089E9
1370025264076;1.370025263932E9
1370025265100;1.370025265018E9
1370025265164;1.370025264928E9
1370025265665;1.370025265642E9
1370025266300;1.370025266207E9
1370025266700;1.370025266572E9
1370025267461;1.370025267187E9
1370025268309;1.370025268134E9
1370025268361;1.370025268342E9
1370025268698;1.370025268564E9
1370025269575;1.370025269375E9
1370025270010;1.370025269972E9
1370025270322;1.370025270077E9
1370025270713;1.370025270414E9
1370025270897;1.370025270536E9
1370025271847;1.370025271772E9
1370025273880;1.370025273844E9
