Timestamp;WC0
1370163032000;26.0
1370163033000;25.0
1370163034000;32.0
1370163035000;28.0
1370163036000;29.0
1370163037000;27.0
1370163038000;29.0
1370163039000;30.0
1370163040000;29.0
1370163041000;35.0
1370163042000;19.0
1370163043000;30.0
1370163044000;27.0
1370163045000;27.0
1370163046000;34.0
1370163047000;33.0
1370163048000;26.0
1370163049000;26.0
1370163050000;30.0
1370163051000;30.0
1370163052000;30.0
1370163053000;37.0
1370163054000;25.0
1370163055000;29.0
1370163056000;28.0
1370163057000;29.0
1370163058000;25.0
1370163059000;26.0
1370163060000;21.0
1370163061000;31.0
1370163062000;32.0
1370163063000;26.0
1370163064000;27.0
1370163065000;33.0
1370163066000;35.0
1370163067000;31.0
1370163068000;26.0
1370163069000;31.0
1370163070000;30.0
1370163071000;26.0
1370163072000;34.0
1370163073000;35.0
1370163074000;35.0
1370163075000;32.0
1370163076000;32.0
1370163077000;22.0
1370163078000;37.0
1370163079000;35.0
1370163080000;34.0
1370163081000;28.0
1370163082000;30.0
1370163083000;28.0
1370163084000;31.0
1370163085000;32.0
1370163086000;29.0
1370163087000;33.0
1370163088000;36.0
1370163089000;21.0
1370163090000;29.0
1370163091000;24.0
1370163092000;24.0
1370163093000;28.0
1370163094000;32.0
1370163095000;31.0
1370163096000;29.0
1370163097000;37.0
1370163098000;32.0
1370163099000;31.0
1370163100000;26.0
1370163101000;33.0
1370163102000;25.0
1370163103000;34.0
1370163104000;36.0
1370163105000;27.0
1370163106000;28.0
1370163107000;23.0
1370163108000;31.0
1370163109000;33.0
1370163110000;27.0
1370163111000;33.0
1370163112000;24.0
1370163113000;24.0
1370163114000;30.0
1370163115000;26.0
1370163116000;26.0
1370163117000;29.0
1370163118000;25.0
1370163119000;28.0
1370163120000;28.0
1370163121000;37.0
1370163122000;25.0
1370163123000;28.0
1370163124000;33.0
1370163125000;30.0
1370163126000;33.0
1370163127000;33.0
1370163128000;26.0
1370163129000;42.0
1370163130000;31.0
1370163131000;23.0
1370163132000;28.0
1370163133000;27.0
1370163134000;24.0
1370163135000;24.0
1370163136000;27.0
1370163137000;32.0
1370163138000;32.0
1370163139000;30.0
1370163140000;28.0
1370163141000;34.0
1370163142000;31.0
1370163143000;33.0
1370163144000;24.0
1370163145000;26.0
1370163146000;32.0
1370163147000;23.0
1370163148000;36.0
1370163149000;37.0
1370163150000;26.0
1370163151000;26.0
1370163152000;24.0
1370163153000;35.0
1370163154000;27.0
1370163155000;27.0
1370163156000;22.0
1370163157000;32.0
1370163158000;28.0
1370163159000;28.0
1370163160000;31.0
1370163161000;27.0
1370163162000;31.0
1370163163000;30.0
1370163164000;33.0
1370163165000;31.0
1370163166000;24.0
1370163167000;23.0
1370163168000;26.0
1370163169000;27.0
1370163170000;37.0
1370163171000;34.0
1370163172000;36.0
1370163173000;25.0
1370163174000;28.0
1370163175000;28.0
1370163176000;31.0
1370163177000;27.0
1370163178000;31.0
1370163179000;27.0
1370163180000;26.0
1370163181000;28.0
1370163182000;29.0
1370163183000;31.0
1370163184000;24.0
1370163185000;26.0
1370163186000;27.0
1370163187000;22.0
1370163188000;29.0
1370163189000;26.0
1370163190000;34.0
1370163191000;28.0
1370163192000;31.0
1370163193000;26.0
1370163194000;29.0
1370163195000;22.0
1370163196000;34.0
1370163197000;32.0
1370163198000;28.0
1370163199000;36.0
1370163200000;30.0
1370163201000;31.0
1370163202000;35.0
1370163203000;30.0
1370163204000;27.0
1370163205000;22.0
1370163206000;36.0
1370163207000;25.0
1370163208000;28.0
1370163209000;31.0
1370163210000;26.0
1370163211000;35.0
1370163212000;34.0
1370163213000;20.0
1370163214000;24.0
1370163215000;32.0
1370163216000;25.0
1370163217000;24.0
1370163218000;31.0
1370163219000;28.0
1370163220000;28.0
1370163221000;28.0
1370163222000;31.0
1370163223000;31.0
1370163224000;25.0
1370163225000;29.0
1370163226000;27.0
1370163227000;28.0
1370163228000;27.0
1370163229000;37.0
1370163230000;26.0
1370163231000;29.0
1370163232000;27.0
1370163233000;29.0
1370163234000;30.0
1370163235000;28.0
1370163236000;31.0
1370163237000;28.0
1370163238000;38.0
1370163239000;38.0
1370163240000;29.0
1370163241000;31.0
1370163242000;23.0
1370163243000;20.0
1370163244000;30.0
1370163245000;25.0
1370163246000;29.0
1370163247000;24.0
1370163248000;31.0
1370163249000;33.0
1370163250000;27.0
1370163251000;29.0
1370163252000;29.0
1370163253000;33.0
1370163254000;33.0
1370163255000;32.0
1370163256000;35.0
1370163257000;33.0
1370163258000;30.0
1370163259000;30.0
1370163260000;31.0
1370163261000;25.0
1370163262000;32.0
1370163263000;32.0
1370163264000;33.0
1370163265000;20.0
1370163266000;32.0
1370163267000;23.0
1370163268000;30.0
1370163269000;22.0
1370163270000;25.0
1370163271000;35.0
1370163272000;31.0
1370163273000;25.0
1370163274000;35.0
1370163275000;31.0
1370163276000;31.0
1370163277000;29.0
1370163278000;31.0
1370163279000;30.0
1370163280000;25.0
1370163281000;24.0
1370163282000;25.0
1370163283000;37.0
1370163284000;23.0
1370163285000;23.0
1370163286000;25.0
1370163287000;30.0
1370163288000;24.0
1370163289000;35.0
1370163290000;25.0
1370163291000;34.0
1370163292000;30.0
1370163293000;28.0
1370163294000;22.0
1370163295000;21.0
1370163296000;26.0
1370163297000;34.0
1370163298000;23.0
1370163299000;30.0
1370163300000;34.0
1370163301000;32.0
