Timestamp;All
1370102252000;0.4
1370102253000;0.27
1370102254000;0.69
1370102255000;0.28
1370102256000;0.31000000000000005
1370102257000;0.38
1370102258000;0.41000000000000003
1370102259000;0.56
1370102260000;0.33999999999999997
1370102261000;0.74
1370102262000;0.4
1370102263000;0.31000000000000005
1370102264000;0.99
1370102265000;0.26
1370102266000;0.30000000000000004
1370102267000;0.25
1370102268000;0.38
1370102269000;0.48
1370102270000;0.97
1370102271000;0.47
1370102272000;0.5900000000000001
1370102273000;0.45999999999999996
1370102274000;0.15000000000000002
1370102275000;0.6599999999999999
1370102276000;0.7
1370102277000;0.4
1370102278000;0.32999999999999996
1370102279000;0.30000000000000004
1370102280000;0.78
1370102281000;0.19999999999999996
1370102282000;0.53
1370102283000;0.25
1370102284000;0.29000000000000004
1370102285000;0.87
1370102286000;0.6699999999999999
1370102287000;0.5900000000000001
1370102288000;0.42000000000000004
1370102289000;0.44999999999999996
1370102290000;0.95
1370102291000;0.20999999999999996
1370102292000;0.4
1370102293000;0.65
1370102294000;0.51
1370102295000;0.5700000000000001
1370102296000;0.38
1370102297000;0.36
1370102298000;0.51
1370102299000;0.52
1370102300000;0.51
1370102301000;0.64
1370102302000;0.7
1370102303000;0.96
1370102304000;0.4
1370102305000;0.54
1370102306000;0.47
1370102307000;0.54
1370102308000;0.65
1370102309000;0.30000000000000004
1370102310000;0.24
1370102311000;0.49
1370102312000;0.52
1370102313000;0.55
1370102314000;0.71
1370102315000;0.29000000000000004
1370102316000;0.8
1370102317000;0.43000000000000005
1370102318000;0.18999999999999995
1370102319000;1.0
1370102320000;1.0
1370102321000;0.4
1370102322000;0.61
1370102323000;0.88
1370102324000;0.35
1370102325000;0.49
1370102326000;0.5900000000000001
1370102327000;0.36
1370102328000;0.81
1370102329000;0.54
1370102330000;0.12
1370102331000;0.18999999999999995
1370102332000;0.51
1370102333000;0.45999999999999996
1370102334000;0.41000000000000003
1370102335000;0.27
1370102336000;0.24
1370102337000;0.32999999999999996
1370102338000;0.48
1370102339000;0.4
1370102340000;0.07999999999999996
1370102341000;0.9
1370102342000;0.5700000000000001
1370102343000;0.4
1370102344000;0.56
1370102345000;0.9299999999999999
1370102346000;0.30000000000000004
1370102347000;0.17000000000000004
1370102348000;0.5700000000000001
1370102349000;0.41000000000000003
1370102350000;0.61
1370102351000;1.0
1370102352000;0.31000000000000005
1370102353000;0.28
1370102354000;0.69
1370102355000;0.22999999999999998
1370102356000;0.5
1370102357000;0.29000000000000004
1370102358000;0.22999999999999998
1370102359000;0.6
1370102360000;0.32999999999999996
1370102361000;0.38
1370102362000;0.5700000000000001
1370102363000;0.27
1370102364000;1.0
1370102365000;0.27
1370102366000;0.27
1370102367000;0.45999999999999996
1370102368000;0.55
1370102369000;0.75
1370102370000;0.48
1370102371000;0.33999999999999997
1370102372000;0.19999999999999996
1370102373000;0.62
1370102374000;0.84
1370102375000;0.27
1370102376000;0.050000000000000044
1370102377000;0.10999999999999999
1370102378000;0.21999999999999997
1370102379000;0.7
1370102380000;0.6
1370102381000;0.16000000000000003
1370102382000;0.20999999999999996
1370102383000;0.08999999999999997
1370102384000;0.07999999999999996
1370102385000;0.42000000000000004
1370102386000;0.37
1370102387000;0.39
1370102388000;0.75
1370102389000;0.54
1370102390000;1.0
1370102391000;0.6699999999999999
1370102392000;0.65
1370102393000;0.37
1370102394000;0.45999999999999996
1370102395000;0.5
1370102396000;0.48
1370102397000;0.9299999999999999
1370102398000;0.48
1370102399000;0.61
1370102400000;0.27
1370102401000;0.4
1370102402000;0.52
1370102403000;0.86
1370102404000;0.16000000000000003
1370102405000;0.53
1370102406000;0.29000000000000004
1370102407000;0.26
1370102408000;0.18000000000000005
1370102409000;0.08999999999999997
1370102410000;0.56
1370102411000;0.5700000000000001
1370102412000;0.77
1370102413000;0.43999999999999995
1370102414000;0.6599999999999999
1370102415000;0.33999999999999997
1370102416000;0.62
1370102417000;0.43999999999999995
1370102418000;0.24
1370102419000;0.20999999999999996
1370102420000;0.18000000000000005
1370102421000;0.29000000000000004
1370102422000;0.78
1370102423000;0.75
1370102424000;0.6799999999999999
1370102425000;0.75
1370102426000;1.0
1370102427000;0.6699999999999999
1370102428000;0.5700000000000001
1370102429000;0.54
1370102430000;0.13
1370102431000;0.75
1370102432000;0.92
1370102433000;1.0
1370102434000;1.0
1370102435000;0.55
1370102436000;0.47
1370102437000;0.43000000000000005
1370102438000;0.25
1370102439000;1.0
1370102440000;0.78
1370102441000;0.91
1370102442000;0.44999999999999996
1370102443000;0.39
1370102444000;0.36
1370102445000;0.49
1370102446000;0.16000000000000003
1370102447000;0.10999999999999999
1370102448000;0.37
1370102449000;0.81
1370102450000;0.09999999999999998
1370102451000;0.54
