Timestamp;All
1370144012000;0.38
1370144013000;0.9299999999999999
1370144014000;0.51
1370144015000;1.0
1370144016000;1.0
1370144017000;0.72
1370144018000;0.7
1370144019000;0.8200000000000001
1370144020000;0.89
1370144021000;1.0
1370144022000;0.79
1370144023000;0.4
1370144024000;0.78
1370144025000;0.84
1370144026000;0.9299999999999999
1370144027000;0.74
1370144028000;0.8200000000000001
1370144029000;0.73
1370144030000;0.85
1370144031000;1.0
1370144032000;1.0
1370144033000;0.72
1370144034000;0.43999999999999995
1370144035000;0.94
1370144036000;0.56
1370144037000;0.75
1370144038000;0.96
1370144039000;0.94
1370144040000;0.81
1370144041000;0.55
1370144042000;0.89
1370144043000;0.86
1370144044000;0.92
1370144045000;1.0
1370144046000;1.0
1370144047000;1.0
1370144048000;1.0
1370144049000;0.9
1370144050000;0.79
1370144051000;1.0
1370144052000;1.0
1370144053000;1.0
1370144054000;0.72
1370144055000;0.76
1370144056000;0.6699999999999999
1370144057000;0.4
1370144058000;0.53
1370144059000;0.4
1370144060000;0.63
1370144061000;0.5900000000000001
1370144062000;1.0
1370144063000;0.56
1370144064000;0.45999999999999996
1370144065000;0.62
1370144066000;0.54
1370144067000;0.88
1370144068000;0.8
1370144069000;0.43999999999999995
1370144070000;0.63
1370144071000;0.98
1370144072000;0.85
1370144073000;0.73
1370144074000;0.13
1370144075000;0.47
1370144076000;0.41000000000000003
1370144077000;0.91
1370144078000;0.45999999999999996
1370144079000;0.32999999999999996
1370144080000;0.71
1370144081000;0.8
1370144082000;0.65
1370144083000;1.0
1370144084000;1.0
1370144085000;1.0
1370144086000;0.92
1370144087000;0.88
1370144088000;0.44999999999999996
1370144089000;0.92
1370144090000;1.0
1370144091000;0.5800000000000001
1370144092000;1.0
1370144093000;1.0
1370144094000;1.0
1370144095000;1.0
1370144096000;1.0
1370144097000;0.6799999999999999
1370144098000;0.85
1370144099000;0.72
1370144100000;0.96
1370144101000;0.83
1370144102000;0.39
1370144103000;0.7
1370144104000;0.98
1370144105000;1.0
1370144106000;1.0
1370144107000;0.48
1370144108000;0.8
1370144109000;0.85
1370144110000;0.85
1370144111000;0.9
1370144112000;1.0
1370144113000;1.0
1370144114000;1.0
1370144115000;1.0
1370144116000;1.0
1370144117000;0.6799999999999999
1370144118000;0.74
1370144119000;0.61
1370144120000;0.6799999999999999
1370144121000;0.62
1370144122000;0.88
1370144123000;0.86
1370144124000;0.72
1370144125000;0.85
1370144126000;0.49
1370144127000;0.9299999999999999
1370144128000;0.79
1370144129000;0.9299999999999999
1370144130000;0.32999999999999996
1370144131000;0.6799999999999999
1370144132000;0.78
1370144133000;0.53
1370144134000;0.21999999999999997
1370144135000;0.43999999999999995
1370144136000;1.0
1370144137000;0.49
1370144138000;0.78
1370144139000;1.0
1370144140000;0.79
1370144141000;0.98
1370144142000;0.96
1370144143000;1.0
1370144144000;0.77
1370144145000;0.53
1370144146000;0.32999999999999996
1370144147000;0.21999999999999997
1370144148000;0.35
1370144149000;0.88
