Timestamp;WC0;WC1;WC2
1370172452000;0.081;0.0505;0.15000000000000002
1370172453000;0.0545;0.0915;0.079
1370172454000;0.12566666666666668;0.083;0.157
1370172455000;0.811;0.15;0.336
1370172456000;1.1316666666666668;1.1115;0.7735
1370172457000;0.062;0.2615;0.423
1370172458000;0.491;0.23299999999999998;0.2846666666666667
1370172459000;0.11533333333333333;0.314;0.0
1370172460000;0.001;0.13666666666666666;0.218
1370172461000;0.16033333333333333;0.0;0.139
1370172462000;0.7895;0.174;0.169
1370172463000;1.131;0.647;0.8524999999999999
1370172464000;0.16966666666666666;0.11900000000000001;0.28700000000000003
1370172465000;0.34450000000000003;0.25;0.0
1370172466000;0.027;0.1335;0.1765
1370172467000;0.088;0.51;0.088
1370172468000;0.123;0.129;0.0
1370172469000;0.14966666666666667;0.0;0.0345
1370172470000;0.0;0.13279999999999997;0.03466666666666667
1370172471000;0.09666666666666666;0.008;0.0495
1370172472000;0.0;0.21;0.3715
1370172473000;0.4168;0.678;0.8744999999999999
1370172474000;0.027;0.166;0.0725
1370172475000;0.2456666666666667;0.201;0.076
1370172476000;0.701;1.5505;0.060500000000000005
1370172477000;0.551;1.137;1.2945
1370172478000;0.6863333333333334;0.629;0.618
1370172479000;0.0;0.11149999999999999;0.11
1370172480000;1.1320000000000001;0.796;0.519
1370172481000;0.8436666666666667;1.054;0.915
1370172482000;0.721;0.8695;0.366
1370172483000;0.0;0.367;0.20133333333333334
1370172484000;0.25475000000000003;0.02;0.21233333333333335
1370172485000;0.128;0.098;0.0
1370172486000;0.0;0.115;0.8875
1370172487000;0.74375;0.036;0.316
1370172488000;0.749;0.53825;0.23424999999999999
1370172489000;0.06566666666666666;0.20650000000000002;0.0275
1370172490000;0.597;0.1425;0.0
1370172491000;0.283;0.0;0.37366666666666665
1370172492000;1.832;0.207;0.3709999999999999
1370172493000;0.487;0.19;0.0
1370172494000;0.061;0.074;0.0
1370172495000;0.149;0.0;0.0
1370172496000;0.18;0.5289999999999999;0.354
1370172497000;0.21300000000000002;0.36200000000000004;0.0
1370172498000;0.1755;0.199;0.1495
1370172499000;0.1275;0.159;0.20999999999999996
1370172500000;0.045;0.06920000000000001;0.269
1370172501000;0.03883333333333333;0.0655;0.358
1370172502000;0.223;0.0;0.42300000000000004
1370172503000;0.434;0.1728;0.602
1370172504000;0.726;0.1538;0.494
